"SEQ_ITEM","PORT_CODE","BRANCH","CONTNO","NOPOL","BLOK","SLOT","ROW","TIER","CONTSIZE","CONTTYPE","CONTOWNER","CONTSTATUS","PRINCIPAL","DG_FLAG","HOLD_FLAG","DMG_FLAG","OD_FLAG","FREEUSED_FLAG","FULLMT","SEALNO","WEIGHT","CMDTY_CODE","CMDTY_DESC","VESSEL_VOYAGE","POL","POT","POD","BGKNO","BLNO","DWINO","RESERVE_FIELD","MOVE_TIME","REPO_TIME","VESSEL_OPERATOR","CONT_GRADE","FORM_ID","DOC_ID","KADE","CREATEDON","CREATEDBY","MODIFIEDBY","MODIFIEDON"
1231,IDJKT,JKT64,MRTU9649290,Ht13,"1b","4","2","3","40",HC,,,,,,,,,F,,,,,,,,,,,,,"11-06-2026 11:23",,,,770,"40121",Cy218,,,,
1232,IDJKT,JKT64,HPCU4316287,Ht21,"1b","4","2","4","40",HC,,,,,,,,,F,,,,,,,,,,,,,"11-06-2026 11:23",,,,770,"40121",Cy218,,,,
1233,IDJKT,JKT64,MRTU2109773,Ht11,"1b","9","6","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"11-06-2026 12:05",,,,770,"40121",Cy218,,,,
1234,IDJKT,JKT64,MRTU2132433,Ht11,"1b","8","6","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:07",,,,770,"40121",Cy218,,,,
1235,IDJKT,JKT64,TEGU3096053,Ht12,"1b","8","6","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:09",,,,770,"40121",Cy218,,,,
1236,IDJKT,JKT64,MRLU2304641,Ht12,"1b","8","5","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:12",,,,770,"40121",Cy218,,,,
1237,IDJKT,JKT64,MRTU2255335,Ht20,"1b","8","5","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:13",,,,770,"40121",Cy218,,,,
1238,IDJKT,JKT64,IKSU2598028,Ht20,"1b","8","5","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:14",,,,770,"40121",Cy218,,,,
1239,IDJKT,JKT64,MRTU2053170,Ht12,"1b","9","6","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:15",,,,770,"40121",Cy218,,,,
1240,IDJKT,JKT64,MRTU2144630,Ht12,"1b","9","6","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:16",,,,770,"40121",Cy218,,,,
1241,IDJKT,JKT64,MRTU2174450,Ht20,"1b","7","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:17",,,,770,"40121",Cy218,,,,
1242,IDJKT,JKT64,CRXU3003819,Ht20,"1b","7","6","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:18",,,,770,"40121",Cy218,,,,
1243,IDJKT,JKT64,TXGU8914612,Ht03,"1b","6","2","2","40",HC,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:20",,,,770,"40121",Cy218,,,,
1244,IDJKT,JKT64,PSKU2571115,Ht28,"1b","9","6","4","20",TN,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:22",,,,770,"40121",Cy218,,,,
1245,IDJKT,JKT64,TEGU2912445,Ht28,"1b","9","6","5","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:26",,,,770,"40121",Cy218,,,,
1246,IDJKT,JKT64,MRTU9623531,Ht18,"1b","6","2","3","40",HC,,,,,,,,,F,,,,,,,,,,,,,"11-06-2026 14:32",,,,770,"40121",Cy218,,,,
1247,IDJKT,JKT74,MRTU2035048,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:33",,,,770,"40133","219",,,,
1248,IDJKT,JKT74,MRTU2103060,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:33",,,,770,"40133","219",,,,
1249,IDJKT,JKT74,SEKU1600066,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:34",,,,770,"40133","219",,,,
1250,IDJKT,JKT74,MRTU2062830,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:34",,,,770,"40133","219",,,,
1251,IDJKT,JKT74,MRTU2007869,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:34",,,,770,"40133","219",,,,
1252,IDJKT,JKT74,MRTU2117779,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:35",,,,770,"40133","219",,,,
1253,IDJKT,JKT74,MRTU2092412,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:35",,,,770,"40133","219",,,,
1254,IDJKT,JKT74,MRTU2186548,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:36",,,,770,"40133","219",,,,
1255,IDJKT,JKT74,MRTU2063857,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:36",,,,770,"40133","219",,,,
1256,IDJKT,JKT74,MRTU2055168,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:37",,,,770,"40133","219",,,,
1257,IDJKT,JKT74,MRTU2224885,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:38",,,,770,"40133","219",,,,
1258,IDJKT,JKT74,MRTU2187122,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:39",,,,770,"40133","219",,,,
1259,IDJKT,JKT74,MRTU2156461,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:39",,,,770,"40133","219",,,,
1260,IDJKT,JKT74,MRTU2191673,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:39",,,,770,"40133","219",,,,
1261,IDJKT,JKT74,MRTU2164791,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:40",,,,770,"40133","219",,,,
1262,IDJKT,JKT74,MRTU2130678,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:41",,,,770,"40133","219",,,,
1263,IDJKT,JKT74,MRTU2009033,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:42",,,,770,"40133","219",,,,
1264,IDJKT,JKT74,MRTU2099171,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:43",,,,770,"40133","219",,,,
1265,IDJKT,JKT74,MRTU2135920,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:43",,,,770,"40133","219",,,,
1266,IDJKT,JKT74,MRTU2097693,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:47",,,,770,"40133","219",,,,
1267,IDJKT,JKT74,MRTU2191225,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:21",,,,770,"40133","219",,,,
1268,IDJKT,JKT74,MRTU2168333,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:22",,,,770,"40133","219",,,,
1269,IDJKT,JKT74,MRTU2195616,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:23",,,,770,"40133","219",,,,
1270,IDJKT,JKT74,SCZU7123246,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:23",,,,770,"40133","219",,,,
1271,IDJKT,JKT74,MRTU2160409,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:25",,,,770,"40133","219",,,,
1272,IDJKT,JKT74,MRTU2197917,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:25",,,,770,"40133","219",,,,
1273,IDJKT,JKT74,MRTU2108165,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:26",,,,770,"40133","219",,,,
1274,IDJKT,JKT74,MRTU2277524,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:27",,,,770,"40133","219",,,,
1275,IDJKT,JKT74,MRTU2099850,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:28",,,,770,"40133","219",,,,
1276,IDJKT,JKT74,MRTU2215224,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:29",,,,770,"40133","219",,,,
1277,IDJKT,JKT64,MRTU9631250,H30,"1a","8","6","1","40",HC,,,,,,,,,F,,,,,,,,,,,,,"11-06-2026 13:22",,,,770,"40134","218",,,,
1278,IDJKT,JKT64,MRTU9653407,H23,"1a","8","6","2","40",HC,,,,,,,,,F,,,,,,,,,,,,,"11-06-2026 13:24",,,,770,"40134","218",,,,
1279,IDJKT,JKT64,HPCU4456376,H06,"1a","2","4","4","40",HC,,,,,,,,,F,,,,,,,,,,,,,"11-06-2026 13:26",,,,770,"40134","218",,,,
1280,IDJKT,JKT64,MRTU9654039,H08,"1a","12","5","1","40",HC,,,,,,,,,F,,,,,,,,,,,,,"11-06-2026 13:32",,,,770,"40134","218",,,,
1281,IDJKT,JKT64,HPCU4315927,H27,"1a","12","5","2","40",HC,,,,,,,,,F,,,,,,,,,,,,,"11-06-2026 13:33",,,,770,"40134","218",,,,
1282,IDJKT,JKT64,FCIU7032458,H26,"1a","12","5","3","40",HC,,,,,,,,,F,,,,,,,,,,,,,"11-06-2026 13:52",,,,770,"40134","218",,,,
1283,IDJKT,JKT64,MRTU9659806,H27,"1a","12","5","4","40",HC,,,,,,,,,F,,,,,,,,,,,,,"11-06-2026 13:53",,,,770,"40134","218",,,,
1285,IDJKT,JKT64,TEGU3017136,Ht10,"3a","24","2","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:24",,,,770,"40142","218",,,,
1286,IDJKT,JKT64,TEGU7148469,Ht16,"3a","24","1","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:26",,,,770,"40142","218",,,,
1287,IDJKT,JKT64,MRTU2027084,Ht16,"3a","24","1","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"11-06-2026 12:27",,,,770,"40142","218",,,,
1288,IDJKT,JKT64,TCLU2024334,Ht11,"3a","24","5","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:29",,,,770,"40142","218",,,,
1289,IDJKT,JKT64,TEGU3008242,Ht11,"3a","24","5","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:30",,,,770,"40142","218",,,,
1290,IDJKT,JKT64,MRTU2239756,Ht11,"3a","24","3","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:31",,,,770,"40142","218",,,,
1293,IDJKT,JKT64,FCIU6092555,Ht11,"3a","24","4","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:16",,,,770,"40142","218",,,,
1294,IDJKT,JKT64,MRTU2128182,Ht15,"3a","24","3","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:18",,,,770,"40142","218",,,,
1295,IDJKT,JKT64,MRTU2267280,Ht15,"3a","24","5","5","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:20",,,,770,"40142","218",,,,
1296,IDJKT,JKT64,DRYU9948205,Ht03,"3a","40","3","5","40",HC,,,,,,,,,F,,,,,,,,,,,,,"11-06-2026 14:21",,,,770,"40142","218",,,,
1297,IDJKT,JKT64,MRTU9606869,Ht22,"3a","46","4","4","40",HC,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:23",,,,770,"40142","218",,,,
1298,IDJKT,JKT64,MRTU2237368,Ht05,"3a","29","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:24",,,,770,"40142","218",,,,
1299,IDJKT,JKT64,TRHU3079991,Ht05,"3a","29","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:25",,,,770,"40142","218",,,,
1300,IDJKT,JKT74,GESU6360400,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:40",,,,770,"40131","219",,,,
1301,IDJKT,JKT74,TEGU6829133,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:41",,,,770,"40131","219",,,,
1302,IDJKT,JKT74,TEGU2914833,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:42",,,,770,"40131","219",,,,
1303,IDJKT,JKT74,TEGU3069823,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:42",,,,770,"40131","219",,,,
1304,IDJKT,JKT74,TEGU3076355,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:43",,,,770,"40131","219",,,,
1305,IDJKT,JKT74,TEGU3037507,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:44",,,,770,"40131","219",,,,
1306,IDJKT,JKT74,TEGU2897588,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:44",,,,770,"40131","219",,,,
1307,IDJKT,JKT74,TRLU9640990,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:46",,,,770,"40131","219",,,,
1308,IDJKT,JKT74,TEGU7028099,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:28",,,,770,"40131","219",,,,
1309,IDJKT,JKT74,TEGU3088510,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:29",,,,770,"40131","219",,,,
1310,IDJKT,JKT74,TEGU7111156,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:33",,,,770,"40131","219",,,,
1311,IDJKT,JKT74,TEGU3014570,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:34",,,,770,"40131","219",,,,
1312,IDJKT,JKT74,TEGU3004890,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:35",,,,770,"40131","219",,,,
1313,IDJKT,JKT74,TEGU2934188,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:40",,,,770,"40131","219",,,,
1314,IDJKT,JKT74,TEGU2934188,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:41",,,,770,"40131","219",,,,
1315,IDJKT,JKT74,TEGU3033116,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:42",,,,770,"40131","219",,,,
1316,IDJKT,JKT74,TEGU2963186,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:43",,,,770,"40131","219",,,,
1321,IDJKT,JKT74,TEGU7103762,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:52",,,,770,"40131","219",,,,
1322,IDJKT,JKT74,TEGU7103762,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:53",,,,770,"40131","219",,,,
1323,IDJKT,JKT74,TEGU3050432,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:55",,,,770,"40131","219",,,,
1324,IDJKT,JKT74,TEGU3094894,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:55",,,,770,"40131","219",,,,
1325,IDJKT,JKT74,TEGU3094894,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:57",,,,770,"40131","219",,,,
1326,IDJKT,JKT74,TEGU3094894,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:58",,,,770,"40131","219",,,,
1327,IDJKT,JKT74,TEGU3050432,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:59",,,,770,"40131","219",,,,
1328,IDJKT,JKT74,TEGU3018549,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:03",,,,770,"40131","219",,,,
1329,IDJKT,JKT74,TEGU3094894,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:23",,,,770,"40131","219",,,,
1330,IDJKT,JKT74,TEGU3018549,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:29",,,,770,"40131","219",,,,
1331,IDJKT,JKT74,HPCU4457691,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:31",,,,770,"40131","219",,,,
1332,IDJKT,JKT74,MRLU5211497,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:33",,,,770,"40131","219",,,,
1333,IDJKT,JKT74,MRTU9633123,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:34",,,,770,"40131","219",,,,
1334,IDJKT,JKT74,MRTU9617502,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:35",,,,770,"40131","219",,,,
1335,IDJKT,JKT74,TEGU7091810,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:35",,,,770,"40131","219",,,,
1336,IDJKT,JKT74,TGHU9240843,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:37",,,,770,"40131","219",,,,
1337,IDJKT,JKT74,SEGU4378940,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:38",,,,770,"40131","219",,,,
1338,IDJKT,JKT74,TXGU8952084,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:39",,,,770,"40131","219",,,,
1339,IDJKT,JKT74,TXGU8952084,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:40",,,,770,"40131","219",,,,
1340,IDJKT,JKT74,MRTU9627732,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:45",,,,770,"40131","219",,,,
1341,IDJKT,JKT74,MRTU2055949,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:46",,,,770,"40131","219",,,,
1342,IDJKT,JKT74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,"40131","219",,,,
1343,IDJKT,JKT74,GESU6360400,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:40",,,,770,"40131","219",,,,
1344,IDJKT,JKT74,TEGU6829133,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:41",,,,770,"40131","219",,,,
1345,IDJKT,JKT74,TEGU2914833,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:42",,,,770,"40131","219",,,,
1346,IDJKT,JKT74,TEGU3069823,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:42",,,,770,"40131","219",,,,
1347,IDJKT,JKT74,TEGU3076355,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:43",,,,770,"40131","219",,,,
1348,IDJKT,JKT74,TEGU3037507,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:44",,,,770,"40131","219",,,,
1349,IDJKT,JKT74,TEGU2897588,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:44",,,,770,"40131","219",,,,
1350,IDJKT,JKT74,TRLU9640990,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 13:46",,,,770,"40131","219",,,,
1351,IDJKT,JKT74,TEGU7028099,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:28",,,,770,"40131","219",,,,
1352,IDJKT,JKT74,TEGU3088510,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:29",,,,770,"40131","219",,,,
1353,IDJKT,JKT74,TEGU7111156,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:33",,,,770,"40131","219",,,,
1354,IDJKT,JKT74,TEGU3014570,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:34",,,,770,"40131","219",,,,
1355,IDJKT,JKT74,TEGU3004890,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:35",,,,770,"40131","219",,,,
1356,IDJKT,JKT74,TEGU2934188,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:40",,,,770,"40131","219",,,,
1357,IDJKT,JKT74,TEGU2934188,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:41",,,,770,"40131","219",,,,
1358,IDJKT,JKT74,TEGU3033116,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:42",,,,770,"40131","219",,,,
1359,IDJKT,JKT74,TEGU2963186,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:43",,,,770,"40131","219",,,,
1360,IDJKT,JKT74,MRTU2147069,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:47",,,,770,"40131","219",,,,
1361,IDJKT,JKT74,MRTU2068191,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:47",,,,770,"40131","219",,,,
1362,IDJKT,JKT74,FCIU6083846,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:48",,,,770,"40131","219",,,,
1364,IDJKT,JKT74,TEGU7103762,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:52",,,,770,"40131","219",,,,
1365,IDJKT,JKT74,TEGU7103762,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:53",,,,770,"40131","219",,,,
1366,IDJKT,JKT74,TEGU3050432,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:55",,,,770,"40131","219",,,,
1367,IDJKT,JKT74,TEGU3094894,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:55",,,,770,"40131","219",,,,
1368,IDJKT,JKT74,TEGU3094894,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:57",,,,770,"40131","219",,,,
1369,IDJKT,JKT74,TEGU3094894,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:58",,,,770,"40131","219",,,,
1370,IDJKT,JKT74,TEGU3050432,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 14:59",,,,770,"40131","219",,,,
1371,IDJKT,JKT74,TEGU3018549,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:03",,,,770,"40131","219",,,,
1372,IDJKT,JKT74,TEGU3094894,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:23",,,,770,"40131","219",,,,
1373,IDJKT,JKT74,TEGU3018549,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:29",,,,770,"40131","219",,,,
1374,IDJKT,JKT74,HPCU4457691,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:31",,,,770,"40131","219",,,,
1375,IDJKT,JKT74,MRLU5211497,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:33",,,,770,"40131","219",,,,
1376,IDJKT,JKT74,MRTU9633123,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:34",,,,770,"40131","219",,,,
1377,IDJKT,JKT74,MRTU9617502,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:35",,,,770,"40131","219",,,,
1378,IDJKT,JKT74,TEGU7091810,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:35",,,,770,"40131","219",,,,
1379,IDJKT,JKT74,TGHU9240843,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:37",,,,770,"40131","219",,,,
1380,IDJKT,JKT74,SEGU4378940,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:38",,,,770,"40131","219",,,,
1381,IDJKT,JKT74,TXGU8952084,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:39",,,,770,"40131","219",,,,
1382,IDJKT,JKT74,TXGU8952084,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:40",,,,770,"40131","219",,,,
1383,IDJKT,JKT74,MRTU9627732,,,,,,"40",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:45",,,,770,"40131","219",,,,
1384,IDJKT,JKT74,MRTU2055949,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 15:46",,,,770,"40131","219",,,,
1385,IDJKT,JKT74,MRTU2035048,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:33",,,,770,"40133","219",,,,
1386,IDJKT,JKT74,MRTU2103060,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:33",,,,770,"40133","219",,,,
1387,IDJKT,JKT74,SEKU1600066,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:34",,,,770,"40133","219",,,,
1388,IDJKT,JKT74,MRTU2062830,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:34",,,,770,"40133","219",,,,
1389,IDJKT,JKT74,MRTU2007869,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:34",,,,770,"40133","219",,,,
1390,IDJKT,JKT74,MRTU2117779,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:35",,,,770,"40133","219",,,,
1391,IDJKT,JKT74,MRTU2092412,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:35",,,,770,"40133","219",,,,
1392,IDJKT,JKT74,MRTU2186548,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:36",,,,770,"40133","219",,,,
1393,IDJKT,JKT74,MRTU2063857,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:36",,,,770,"40133","219",,,,
1394,IDJKT,JKT74,MRTU2055168,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:37",,,,770,"40133","219",,,,
1395,IDJKT,JKT74,MRTU2224885,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:38",,,,770,"40133","219",,,,
1396,IDJKT,JKT74,MRTU2187122,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:39",,,,770,"40133","219",,,,
1397,IDJKT,JKT74,MRTU2156461,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:39",,,,770,"40133","219",,,,
1398,IDJKT,JKT74,MRTU2191673,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:39",,,,770,"40133","219",,,,
1399,IDJKT,JKT74,MRTU2164791,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:40",,,,770,"40133","219",,,,
1400,IDJKT,JKT74,MRTU2130678,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"11-06-2026 12:41",,,,770,"40133","219",,,,
